,acuity_score,col,config_num,max_num_people,optical_flow,robot_col,robot_row,row,segment_number,video_name
0,0.19079516213819234,5,0,2,0.4829573426629339,2,0,9,seg_0632,Hopkins 247 - Episode 1
1,0.1468975371834843,11,0,2,0.4336645958534373,2,0,5,seg_0626,Hopkins 247 - Episode 1
2,0.28450478304109056,7,0,2,0.5881840974485606,2,0,0,seg_0566,Hopkins - Episode 4
3,0.43140279093662887,4,0,3,0.5020908117959392,2,0,0,seg_0592,Hopkins - Episode 6
4,0.2684193190224625,10,0,2,0.5701216918855813,2,0,9,seg_0579,Hopkins - Episode 4
5,0.15920531818699504,2,0,2,0.4474850322305475,2,0,1,seg_0109,TLC Trauma Life in the ER Trick or Trauma
6,0.8027354509484128,8,0,5,0.468042615692204,2,0,10,seg_0087,Stuck in the Toilet  Untold Stories of the ER
7,1.0,6,0,5,0.556646147030603,2,0,5,seg_0317,Untold Stories Of The E R S11 - Ep03 Size Matters
8,0.9269077460660684,10,0,6,0.4365133009625055,2,0,0,seg_0331,Up-Close Look At Real Life In Trauma Unit
9,0.0,8,0,2,0.268713004171767,2,0,6,seg_0399,Boston Med -  3
10,0.13933709455690801,8,1,1,0.4485725631647367,0,6,1,seg_0638,ICU   Season 1 Episode 10
11,0.5775168295705274,10,1,3,0.3795175202257869,0,6,6,seg_0558,Hopkins - Episode 2
12,0.0,8,1,3,0.07638843963044198,0,6,4,seg_0680,Level One Trauma
13,0.21656127623302343,11,1,3,0.1900578899318104,0,6,3,seg_0684,Life _amp Death On Call With The Trauma Service  CNA Insider
14,0.6180809669638633,5,1,5,0.24048538106768585,0,6,11,seg_0666,Level One Trauma
15,1.0,4,1,4,0.4509539882042752,0,6,4,seg_0014,Save My Life Boston Trauma (2015) Season 1 4
16,0.2918709733493552,4,1,2,0.3443800660502105,0,6,8,seg_0376,Boston Med   Episode 5   YouTube
17,0.22879808081983613,0,1,3,0.1964807872984272,0,6,3,seg_0475,Confessions of a Junior Doctor - Episode 02 (Medical Documentary)
18,0.8130161027636436,6,1,3,0.5031272134999868,0,6,6,seg_0083,Stiletto in the Face  Untold Stories of the ER
19,0.2563908910501485,1,1,2,0.31644569900811825,0,6,11,seg_0023,Save My Life Boston Trauma (2015) Season 1 4
20,0.4869999282551461,8,2,3,0.5285896296669959,0,9,3,seg_0605,Hopkins - Episode 7
21,0.9163474577156876,2,2,9,0.31191860321851805,0,9,6,seg_0663,Level One Trauma
22,0.021820012713319962,1,2,2,0.1311634042401259,0,9,9,seg_0563,Hopkins - Episode 2
23,0.38930978232054514,6,2,5,0.2615678654843258,0,9,7,seg_0664,Level One Trauma
24,1.0,6,2,5,0.6090519701228413,0,9,10,seg_0580,Hopkins - Episode 4
