,acuity_score,col,config_num,keypoint,max_num_people,robot_col,robot_row,row,segment_number,video_name
0,0.17085438185715168,11,0,0.6791939298905196,1,11,1,2,seg_0638,ICU   Season 1 Episode 10
1,0.0,1,0,0.1213859256682226,1,11,1,9,seg_0648,Inside Pediatrics Episode 1
2,0.34337712834581197,11,0,0.6212244182646863,2,11,1,8,seg_0593,Hopkins - Episode 6
3,0.826872635007393,10,0,0.7052430940557898,4,11,1,6,seg_0602,Hopkins - Episode 7
4,0.20896913990897398,2,0,0.2009078940212293,4,11,1,6,seg_0631,Hopkins 247 - Episode 1
5,1.0,2,0,0.8465503126548616,4,11,1,0,seg_0470,Cold Black 2
6,0.2484574638258697,1,0,0.3108512203884788,3,11,1,11,seg_0379,Boston Med   Episode 5   YouTube
7,0.6303442633773733,4,0,0.4358687073475523,5,11,1,0,seg_0339,Young Girl_39s Life Is On The Line After Being Hit By A Car  The Kid_39s Hospital  Real Families
8,0.570268983385297,9,0,0.6610696139896317,3,11,1,10,seg_0526,Grey_s Anatomy E5
9,0.9291121545558103,5,0,0.6309531052920964,5,11,1,9,seg_0308,UCLA Trauma and Emergency Surgery
10,0.20696899622494427,11,1,0.2681508383266055,6,9,8,6,seg_0668,Level One Trauma
11,0.20177941719343864,6,1,0.7900817108976322,2,9,8,10,seg_0626,Hopkins 247 - Episode 1
12,0.5696136641737773,11,1,0.9043378394605028,4,9,8,0,seg_0607,Hopkins - Episode 7
13,1.0,2,1,0.8572819267997451,7,9,8,11,seg_0662,Level One Trauma
14,0.17670371015563788,0,1,0.7206429238833542,2,9,8,7,seg_0579,Hopkins - Episode 4
15,0.320875201001536,6,1,0.3732925555161174,6,9,8,8,seg_0074,Save My Life Boston Trauma Season 1 Episode 2
16,0.0,9,1,0.4626421528445006,1,9,8,0,seg_0430,Boston Med - Episode 8
17,0.10128682776083814,9,1,0.341200721610051,3,9,8,8,seg_0448,Cold Black 1
18,0.12174287252429551,2,1,0.5684472592643668,2,9,8,9,seg_0294,Trauma Life in the ER - Wrong Place Wrong Time  - Trauma Pro
19,0.026678391081433463,11,1,0.6103959221316176,1,9,8,10,seg_0552,Hopkins - Episode 1 YouTube
20,0.38123918771071896,11,2,0.535244611993868,5,6,4,3,seg_0660,Level One Trauma
21,1.0,4,2,0.8572819267997451,7,6,4,6,seg_0662,Level One Trauma
22,0.07534077966932064,6,2,0.5162787290483769,2,6,4,11,seg_0564,Hopkins - Episode 2
23,0.053301747193587275,9,2,0.9141364443659032,1,6,4,8,seg_0586,Hopkins - Episode 6
24,0.5279709414630126,0,2,0.8661620019038756,4,6,4,8,seg_0677,Level One Trauma
25,0.13742161272565384,9,2,0.34153317039884995,4,6,4,1,seg_0257,Trauma Life in the ER - Muddy Water  - Trauma Pro
26,0.1986701645534641,3,2,0.42380896454931977,4,6,4,11,seg_0474,Confessions of a Junior Doctor - Episode 02 (Medical Documentary)
27,0.0,3,2,0.2092444524440055,3,6,4,3,seg_0475,Confessions of a Junior Doctor - Episode 02 (Medical Documentary)
28,0.31698465425393874,6,2,0.5827420055619591,4,6,4,4,seg_0148,Trauma  Life in the E R    Desert Crossroads
29,0.39446714515122094,4,2,0.5494600103460198,5,6,4,3,seg_0311,Untold Stories Of The E R S11 - Ep03 Size Matters
30,0.0,9,3,0.1656196061970418,1,2,11,1,seg_0582,Hopkins - Episode 4
31,1.0,3,3,0.9437182380815171,4,2,11,1,seg_0670,Level One Trauma
32,0.4440972883971028,11,3,0.4421198075877781,4,2,11,5,seg_0671,Level One Trauma
33,0.4440972883971028,8,3,0.4421198075877781,4,2,11,3,seg_0671,Level One Trauma
34,0.9791253919064715,11,3,0.9248828008038421,4,2,11,2,seg_0656,LEVEL 1 TRAUMA  When Seconds Count
35,0.6551192706627097,1,3,0.6325277564875085,4,2,11,9,seg_0082,Situation Critical (Dr Talat Chughtai) Case Gunshot Abdomen
36,0.5899814263371126,0,3,0.5737530108395602,4,2,11,11,seg_0053,Save My Life Boston Trauma Season 1 Episode 1
37,0.8583337100269314,6,3,0.5439272368678477,6,2,11,1,seg_0374,Boston Med   Episode 5   YouTube
38,0.09540058917049572,6,3,0.5099445018833341,1,2,11,8,seg_0542,Hopkins - Episode 1 YouTube
39,0.04029624555502024,5,3,0.31105896530293553,1,2,11,0,seg_0218,Trauma Life in the ER - Judgment Calls  - Trauma Pro
40,0.31857209329504044,3,4,0.5219121441658422,3,2,3,11,seg_0590,Hopkins - Episode 6
41,0.0,9,4,0.4835165470331268,0,2,3,9,seg_0577,Hopkins - Episode 4
42,0.9248453601549108,10,4,0.7575805211746001,6,2,3,6,seg_0609,Hopkins - Episode 7
43,0.026016430512742605,3,4,0.03196676196274312,4,2,3,4,seg_0675,Level One Trauma
44,0.2565715713427712,0,4,0.42033756801004063,3,2,3,8,seg_0683,Life _amp Death On Call With The Trauma Service  CNA Insider
45,0.46234587547349165,9,4,0.5680910199605675,4,2,3,0,seg_0432,Boston Med - Episode 8
46,0.21543206753414665,0,4,0.26470447660499163,4,2,3,5,seg_0521,Grey_s Anatomy E3-4
47,0.3083725515906677,6,4,0.5052023795867204,3,2,3,10,seg_0320,Untold Stories of the ER 622020  Thin Red Line
48,1.0,2,4,0.6143571837628935,8,2,3,6,seg_0381,Boston Med   Episode 5   YouTube
49,0.17110260697709057,4,4,0.28031497535182553,3,2,3,9,seg_0205,Trauma Life in the ER - Handle with Care  - Trauma Pro
50,0.0,6,5,0.014510364949342146,2,11,9,10,seg_0687,Life _amp Death On Call With The Trauma Service  CNA Insider
51,0.31462750198554285,6,5,0.6663788463587543,2,11,9,5,seg_0636,Hopkins 247 - Episode 1
52,0.09628514561818566,7,5,0.4280020729809865,1,11,9,3,seg_0597,Hopkins - Episode 6
53,1.0,9,5,0.8345536701575256,5,11,9,3,seg_0581,Hopkins - Episode 4
54,0.2627116980731103,4,5,0.27940792594220737,4,11,9,9,seg_0667,Level One Trauma
55,0.36592826757029917,1,5,0.5151117060197081,3,11,9,11,seg_0305,Trauma Life in the ER - Wrong Place Wrong Time  - Trauma Pro
56,0.21625924741834618,4,5,0.4625722359418448,2,11,9,3,seg_0484,Critical Care During the Golden Hour
57,0.6894941767467014,0,5,0.3607638230512011,8,11,9,4,seg_0384,Boston Med   Episode 5   YouTube
58,0.5864266959448724,2,5,0.4918049912092026,5,11,9,11,seg_0497,Extreme A_ampE - St Barnabas Hospital in The Bronx New York  Medical Documentary  Documental
59,0.41214887871755745,4,5,0.4342154163841522,4,11,9,0,seg_0048,Save My Life Boston Trauma S01 E06
60,0.1609770805476177,9,6,0.3758250048988485,3,9,1,4,seg_0688,Life _amp Death On Call With The Trauma Service  CNA Insider
61,0.1801806350896742,3,6,0.6296473124795008,2,9,1,7,seg_0641,ICU   Season 1 Episode 10
62,0.24830192314570335,0,6,0.5756339637437711,3,9,1,4,seg_0640,ICU   Season 1 Episode 10
63,0.0,9,6,0.011237292544223423,2,9,1,11,seg_0649,Inside St Paul’s ER The front line of the overdose crisis
64,0.041067421586732426,2,6,0.0608750157769196,5,9,1,9,seg_0686,Life _amp Death On Call With The Trauma Service  CNA Insider
65,1.0,4,6,0.6260734977871708,11,9,1,11,seg_0459,Cold Black 1
66,0.5807773221793749,6,6,0.6681873400998456,6,9,1,9,seg_0069,Save My Life Boston Trauma Season 1 Episode 2
67,0.3769986784917238,10,6,0.5220638781118906,5,9,1,6,seg_0383,Boston Med   Episode 5   YouTube
68,0.13502672726723267,4,6,0.31644770840057423,3,9,1,3,seg_0408,Boston Med -  3
69,0.18595280476895706,2,6,0.43297224163687537,3,9,1,0,seg_0391,Boston Med   Episode 7   YouTube
70,0.22247651742846167,9,7,0.5219121441658422,3,6,0,2,seg_0590,Hopkins - Episode 6
71,0.21220096982863063,2,7,0.5023738320343161,3,6,0,11,seg_0600,Hopkins - Episode 6
72,0.4425268575319556,0,7,0.7052430940557898,4,6,0,6,seg_0602,Hopkins - Episode 7
73,0.18163395616996877,10,7,0.6663788463587543,2,6,0,11,seg_0636,Hopkins 247 - Episode 1
74,1.0,9,7,0.8572819267997451,7,6,0,6,seg_0662,Level One Trauma
75,0.7571180006693163,7,7,0.6593569458285526,7,6,0,9,seg_0464,Cold Black 2
76,0.03807501579295286,5,7,0.5138526098185515,1,6,0,6,seg_0104,TLC Trauma Life in the ER Trick or Trauma
77,0.2737696654012198,9,7,0.3716657173021681,5,6,0,9,seg_0420,Boston Med - Episode 1
78,0.0,10,7,0.14833040735520353,2,6,0,9,seg_0160,Trauma Investigators - Season 1 Episode 6
79,0.026284248404534593,10,7,0.22329719299086245,2,6,0,0,seg_0011,Save My Life Boston Trauma (2015) Season 1 4
80,0.15492461907394162,11,8,0.2961846721001046,2,0,0,10,seg_0583,Hopkins - Episode 4
81,0.6150171472106636,7,8,0.5756339637437711,3,0,0,0,seg_0640,ICU   Season 1 Episode 10
82,0.42538608737256195,11,8,0.6296473124795008,2,0,0,4,seg_0641,ICU   Season 1 Episode 10
83,0.11629069795672746,5,8,0.4971027657482186,1,0,0,6,seg_0612,Hopkins - Episode 7
84,1.0,9,8,0.535244611993868,5,0,0,11,seg_0660,Level One Trauma
85,0.48447533104453894,0,8,0.4683338518953932,3,0,0,3,seg_0094,Student Nurses - Episode 1 (Medical Documentary)
86,0.0,1,8,0.21034396468013306,1,0,0,6,seg_0539,Hopkins - Episode 1 YouTube
87,0.8476942105036807,0,8,0.5751638493897119,4,0,0,0,seg_0124,This mom is crazyshe feeds her daughter TAPEWORMS now it’s all over the news tlc and share my story
88,0.398466846632027,5,8,0.2385830063911718,5,0,0,0,seg_0166,Trauma Investigators - Season 1 Episode 7
89,0.2802205726930943,9,8,0.3004446723180013,3,0,0,2,seg_0524,Grey_s Anatomy E5
90,0.0,4,9,0.1656196061970418,1,6,4,11,seg_0582,Hopkins - Episode 4
91,0.12242964407210719,8,9,0.16405335018531458,4,6,4,9,seg_0650,Inside St Paul’s ER The front line of the overdose crisis
92,0.062372592001600904,11,9,0.2077779299665588,2,6,4,1,seg_0652,Inside St Paul’s ER The front line of the overdose crisis
93,0.2243460058996873,6,9,0.532303711045943,2,6,4,3,seg_0566,Hopkins - Episode 4
94,1.0,0,9,0.8345536701575256,5,6,4,9,seg_0581,Hopkins - Episode 4
95,0.4357295258687043,0,9,0.6372175429209571,3,6,4,7,seg_0490,Emergency and Trauma Services at UF Health Jacksonville
96,0.6618803333292542,0,9,0.7044681382416403,4,6,4,3,seg_0560,Hopkins - Episode 2
97,0.5886640199669403,1,9,0.6311209736983034,4,6,4,0,seg_0425,Boston Med - Episode 1
98,0.11710640105819056,1,9,0.3174411870904459,2,6,4,3,seg_0394,Boston Med   Episode 7   YouTube
99,0.6097357916610013,0,9,0.521784323656674,5,6,4,6,seg_0281,Trauma Life in the ER - Tough Town  - Trauma Pro
