,acuity_score,col,config_num,max_num_people,optical_flow,robot_col,robot_row,row,segment_number,video_name
0,0.7482870407880615,3,0,4,0.5994525986103659,0,1,6,seg_0578,Hopkins - Episode 4
1,0.045153108807133906,5,0,3,0.19640925997705255,0,1,7,seg_0644,Inside Pediatrics Episode 1
2,0.20587426788996396,5,0,3,0.3342101733261546,0,1,2,seg_0628,Hopkins 247 - Episode 1
3,1.0,10,0,5,0.6090519701228413,0,1,7,seg_0580,Hopkins - Episode 4
4,0.2458115072036496,3,0,2,0.5526780184972572,0,1,2,seg_0627,Hopkins 247 - Episode 1
5,0.0,10,0,2,0.2365430702644115,0,1,4,seg_0333,When It_39s an Emergency Stories from Seattle Children_39s ER pt 1 of 5
6,0.32889013100560444,8,0,3,0.4396828963359921,0,1,10,seg_0044,Save My Life Boston Trauma S01 E06
7,0.2772544475789427,2,0,4,0.2965581853989063,0,1,0,seg_0530,Having heart attack (MI - Myocardial Infarction) treatment  Derriford Hospital - Plymouth
8,0.5211881771648995,1,0,4,0.4534181669599252,0,1,3,seg_0296,Trauma Life in the ER - Wrong Place Wrong Time  - Trauma Pro
9,0.8917093596693002,9,0,5,0.5533435025014537,0,1,0,seg_0366,Boston Med   Episode 4   YouTube
10,0.7390151687831378,3,1,3,0.4941072073349986,10,3,8,seg_0603,Hopkins - Episode 7
11,0.3695961432517807,8,1,2,0.4830813987915129,10,3,9,seg_0587,Hopkins - Episode 6
12,0.10214216215671296,8,1,4,0.14811783611032994,10,3,5,seg_0667,Level One Trauma
13,0.0,9,1,2,0.22487825056797886,10,3,11,seg_0610,Hopkins - Episode 7
14,0.7771059750914999,3,1,3,0.5118475910606154,10,3,5,seg_0625,Hopkins 247 - Episode 1
15,1.0,2,1,4,0.4617435660065186,10,3,3,seg_0517,Grey_s Anatomy E3-4
16,0.648681646770041,2,1,4,0.3390265051159678,10,3,10,seg_0436,Chris Solomons Sudden Cardiac Arrest Rescue - BBC Helicopter Heroes
17,0.6370149267155053,11,1,3,0.4466016906563359,10,3,8,seg_0180,Trauma Life in the ER - A Fist Full of Trauma  - Trauma Pro
18,0.09997429496629529,11,1,3,0.1964807872984272,10,3,7,seg_0475,Confessions of a Junior Doctor - Episode 02 (Medical Documentary)
19,0.47565984156568936,6,1,3,0.3714522936216792,10,3,4,seg_0523,Grey_s Anatomy E3-4
20,0.6894194805004322,3,2,4,0.4485184561110575,0,4,5,seg_0602,Hopkins - Episode 7
21,0.0,5,2,2,0.06316681378852007,0,4,3,seg_0649,Inside St Paul’s ER The front line of the overdose crisis
22,0.3037862674468123,3,2,2,0.43060389948672295,0,4,8,seg_0554,Hopkins - Episode 2
23,0.3037862674468123,5,2,2,0.43060389948672295,0,4,9,seg_0554,Hopkins - Episode 2
24,0.5619714584037394,11,2,5,0.2971541372234985,0,4,1,seg_0674,Level One Trauma
25,1.0,3,2,5,0.5090767262588217,0,4,1,seg_0419,Boston Med - Episode 1
26,0.4514699117616741,7,2,3,0.4061539731007542,0,4,7,seg_0282,Trauma Life in the ER - Tough Town  - Trauma Pro
27,0.9151854849970743,8,2,5,0.468042615692204,0,4,9,seg_0087,Stuck in the Toilet  Untold Stories of the ER
