,acuity_score,col,config_num,keypoint,max_num_people,robot_col,robot_row,row,segment_number,video_name
0,0.0,11,0,0.4971027657482186,1,4,6,1,seg_0612,Hopkins - Episode 7
1,0.600998979197316,8,0,0.7103420418179526,5,4,6,11,seg_0674,Level One Trauma
2,0.07278026415095451,6,0,0.4335060535965036,2,4,6,2,seg_0618,Hopkins - Episode 7
3,0.21309394439928003,7,0,0.7900817108976322,2,4,6,0,seg_0626,Hopkins 247 - Episode 1
4,0.04567154982351708,0,0,0.7292307075064306,1,4,6,3,seg_0615,Hopkins - Episode 7
5,0.2715395115494157,6,0,0.4693039867629332,4,4,6,9,seg_0076,Save My Life Boston Trauma Season 1 Episode 2
6,0.07274606189363625,1,0,0.4334191362527146,2,4,6,0,seg_0544,Hopkins - Episode 1 YouTube
7,0.466126730464673,8,0,0.5732430485953087,5,4,6,3,seg_0467,Cold Black 2
8,1.0,4,0,0.5579652901559141,10,4,6,3,seg_0385,Boston Med   Episode 7   YouTube
9,0.3803411048936682,2,0,0.607551375020002,4,4,6,6,seg_0239,Trauma Life in the ER - Life Less Ordinary  - Trauma Pro
10,0.09594663890254489,10,1,0.6536502647416446,2,11,8,0,seg_0632,Hopkins 247 - Episode 1
11,0.0,2,1,0.5512180665392573,1,11,8,2,seg_0637,ICU   Season 1 Episode 10
12,0.3995199974624484,10,1,0.9248828008038421,4,11,8,11,seg_0656,LEVEL 1 TRAUMA  When Seconds Count
13,0.04605423383693549,0,1,0.9141364443659032,1,11,8,10,seg_0586,Hopkins - Episode 6
14,1.0,5,1,0.9368285828039172,9,11,8,3,seg_0663,Level One Trauma
15,0.026180394931915436,11,1,0.18938146009886786,4,11,8,6,seg_0004,Richard Wakes Up After Surgery - Grey_39s Anatomy
16,0.42719437933228915,5,1,0.6529353252453804,6,11,8,11,seg_0025,Save My Life Boston Trauma (2015) Season 1 Episode 3
17,0.1214102940374103,4,1,0.3769900555774648,4,11,8,10,seg_0093,Student Nurses - Episode 1 (Medical Documentary)
18,0.3071386166650907,8,1,0.4952573044789995,6,11,8,8,seg_0382,Boston Med   Episode 5   YouTube
19,0.2457788858198673,4,1,0.6220036179683065,4,11,8,7,seg_0006,Save My Life Boston Trauma (2015) Season 1 4
20,0.03891585310881831,9,2,0.24171887486074306,2,0,6,6,seg_0620,Hopkins - Episode 7
21,0.069894264291598,1,2,0.6791939298905196,1,0,6,11,seg_0638,ICU   Season 1 Episode 10
22,0.2074352746778922,0,2,0.30966631154711793,5,0,6,1,seg_0669,Level One Trauma
23,0.0,7,2,0.11876197581815764,2,0,6,9,seg_0651,Inside St Paul’s ER The front line of the overdose crisis
24,0.3826384886244843,6,2,0.5310922052972011,5,0,6,1,seg_0666,Level One Trauma
25,0.15503825985796815,2,2,0.4057429107313221,3,0,6,5,seg_0134,Trama Life in the ER Tampa Florida
26,0.24188121192927065,10,2,0.44149985952063625,4,0,6,3,seg_0114,TLC Trauma Life in the ER Trick or Trauma
27,0.38489885093174087,7,2,0.6674361296438126,4,0,6,6,seg_0127,Trama Life in the ER Tampa Florida
28,0.39270280432739474,11,2,0.5438117213911198,5,0,6,6,seg_0131,Trama Life in the ER Tampa Florida
29,1.0,7,2,0.8195800198167096,8,0,6,3,seg_0466,Cold Black 2
30,1.0,11,3,0.8206100396882898,8,3,9,10,seg_0676,Level One Trauma
31,0.0,4,3,0.2562034280245706,1,3,9,3,seg_0639,ICU   Season 1 Episode 10
32,0.12239689653769636,3,3,0.5141829502781121,2,3,9,11,seg_0689,Life in a trauma center
33,0.3449148623862413,0,3,0.6080399622998572,4,3,9,8,seg_0584,Hopkins - Episode 4
34,0.40385362223649046,6,3,0.5607970882722821,5,3,9,3,seg_0664,Level One Trauma
35,0.18180137594905135,8,3,0.7015647834751669,2,3,9,4,seg_0138,Trauma  Life in the E R    Desert Crossroads
36,0.9986938372154738,2,3,0.8195800198167096,8,3,9,2,seg_0466,Cold Black 2
37,0.2624083036331084,1,3,0.6372175429209571,3,3,9,0,seg_0490,Emergency and Trauma Services at UF Health Jacksonville
38,0.2864756919937234,11,3,0.5158715013759163,4,3,9,8,seg_0275,Trauma Life in the ER - Passing the Puck  - Trauma Pro
39,0.0263006949857125,8,3,0.21106300732912175,2,3,9,7,seg_0169,Trauma Investigators - Season 1 Episode 7
40,0.24520790834200304,5,4,0.5001693411115006,2,4,7,6,seg_0647,Inside Pediatrics Episode 1
41,1.0,0,4,0.5310922052972011,5,4,7,7,seg_0666,Level One Trauma
42,0.5765454473160928,4,4,0.5756339637437711,3,4,7,9,seg_0640,ICU   Season 1 Episode 10
43,0.29869751615035145,6,4,0.27940792594220737,4,4,7,1,seg_0667,Level One Trauma
44,0.24520790834200304,4,4,0.5001693411115006,2,4,7,11,seg_0647,Inside Pediatrics Episode 1
45,0.7275143974139707,11,4,0.6859831514465942,3,4,7,10,seg_0398,Boston Med -  3
46,0.32015162221088633,0,4,0.3882255574851591,3,4,7,9,seg_0110,TLC Trauma Life in the ER Trick or Trauma
47,0.7300392530828244,3,4,0.5158715013759163,4,4,7,0,seg_0275,Trauma Life in the ER - Passing the Puck  - Trauma Pro
48,0.9346071753930768,4,4,0.8373554688290721,3,4,7,3,seg_0002,Re-enactment of emergency room procedure for heart attack
49,0.0,10,4,0.4626421528445006,1,4,7,9,seg_0430,Boston Med - Episode 8
50,0.481343227188433,9,5,0.532303711045943,2,10,11,0,seg_0566,Hopkins - Episode 4
51,0.0,11,5,0.22836712460520944,1,10,11,9,seg_0589,Hopkins - Episode 6
52,0.1703819184522232,7,5,0.2621862952018261,2,10,11,9,seg_0614,Hopkins - Episode 7
53,0.7597767554690829,4,5,0.30966631154711793,5,10,11,3,seg_0669,Level One Trauma
54,0.9733467789392246,2,5,0.6397893204782249,3,10,11,5,seg_0625,Hopkins 247 - Episode 1
55,0.3100771035897275,0,5,0.3835329108581752,2,10,11,7,seg_0065,Save My Life Boston Trauma Season 1 Episode 1
56,1.0,0,5,0.4914181880954842,4,10,11,11,seg_0543,Hopkins - Episode 1 YouTube
57,0.16207705355704513,0,5,0.5099445018833341,1,10,11,2,seg_0542,Hopkins - Episode 1 YouTube
58,0.9490839125160698,2,5,0.4693039867629332,4,10,11,0,seg_0076,Save My Life Boston Trauma Season 1 Episode 2
59,0.736538854906132,4,5,0.3769900555774648,4,10,11,5,seg_0093,Student Nurses - Episode 1 (Medical Documentary)
60,0.0,11,6,0.11876197581815764,2,2,10,1,seg_0651,Inside St Paul’s ER The front line of the overdose crisis
61,0.0549523029076494,2,6,0.18474625877648168,3,2,10,7,seg_0684,Life _amp Death On Call With The Trauma Service  CNA Insider
62,1.0,8,6,0.8572819267997451,7,2,10,10,seg_0662,Level One Trauma
63,0.3807851329085744,4,6,0.6080399622998572,4,2,10,4,seg_0584,Hopkins - Episode 4
64,0.06664986810210943,6,6,0.6216571030213397,1,2,10,3,seg_0633,Hopkins 247 - Episode 1
65,0.013396375053177985,7,6,0.15736664161006275,2,2,10,6,seg_0107,TLC Trauma Life in the ER Trick or Trauma
66,0.2039960205653759,0,6,0.4710815739006352,3,2,10,0,seg_0214,Trauma Life in the ER - Judgment Calls  - Trauma Pro
67,0.08244285479846747,5,6,0.23755972828930566,3,2,10,11,seg_0346,Young Girl_39s Life Is On The Line After Being Hit By A Car  The Kid_39s Hospital  Real Families
68,0.2089695441849204,6,6,0.4806364580330216,3,2,10,5,seg_0293,Trauma Life in the ER - Wrong Place Wrong Time  - Trauma Pro
69,0.0027852766096904047,8,6,0.253576752819961,1,2,10,3,seg_0215,Trauma Life in the ER - Judgment Calls  - Trauma Pro
70,0.0,11,7,0.4373383294798203,0,2,5,9,seg_0588,Hopkins - Episode 6
71,1.0,9,7,0.7052430940557898,4,2,5,9,seg_0602,Hopkins - Episode 7
72,0.3660289149939096,4,7,0.5162787290483769,2,2,5,11,seg_0564,Hopkins - Episode 2
73,0.29520724922008035,6,7,0.8327714953106724,1,2,5,5,seg_0599,Hopkins - Episode 6
74,0.5062340221733426,6,7,0.7140360962276708,2,2,5,9,seg_0635,Hopkins 247 - Episode 1
75,0.7153700323469281,0,7,0.504509775007138,4,2,5,8,seg_0389,Boston Med   Episode 7   YouTube
76,0.7228828540893442,11,7,0.4078465125262793,5,2,5,0,seg_0000,Re-enactment of emergency room procedure for heart attack
77,0.6570766956999695,0,7,0.4633988019074012,4,2,5,4,seg_0534,Hopkins - Episode 1 YouTube
78,0.9890879663501105,6,7,0.6975474576821008,4,2,5,1,seg_0081,Situation Critical (Dr Talat Chughtai) Case Gunshot Abdomen
79,0.22505799047592942,8,7,0.3174411870904459,2,2,5,7,seg_0394,Boston Med   Episode 7   YouTube
80,0.0,0,8,0.4734490617671828,1,0,2,6,seg_0624,Hopkins 247 - Episode 1
81,1.0,11,8,0.8734303049959837,4,0,2,7,seg_0578,Hopkins - Episode 4
82,0.6170620563993761,8,8,0.7790481368673979,3,0,2,2,seg_0628,Hopkins 247 - Episode 1
83,0.5871001877111688,8,8,0.7488838042650183,3,0,2,5,seg_0630,Hopkins 247 - Episode 1
84,0.34951972812140286,6,8,0.7645468826798723,2,0,2,2,seg_0596,Hopkins - Episode 6
85,0.41542265826338853,7,8,0.5760461834708293,3,0,2,11,seg_0276,Trauma Life in the ER - Passing the Puck  - Trauma Pro
86,0.34555988119045183,11,8,0.3792834874808483,4,0,2,10,seg_0353,911 The Bronx- Gunshot at Close Range
87,0.017211505492866316,6,8,0.2627162463041408,2,0,2,11,seg_0550,Hopkins - Episode 1 YouTube
88,0.21135311872545226,5,8,0.3705976672686487,3,0,2,6,seg_0231,Trauma Life in the ER - Life Less Ordinary  - Trauma Pro
89,0.7244348648476229,2,8,0.6653598786269934,4,0,2,4,seg_0146,Trauma  Life in the E R    Desert Crossroads
90,0.3862075330499267,4,9,0.6445836160185711,2,1,9,5,seg_0598,Hopkins - Episode 6
91,0.020442803435172626,0,9,0.24171887486074306,2,1,9,3,seg_0620,Hopkins - Episode 7
92,0.4403081161343953,6,9,0.2816686777855529,5,1,9,9,seg_0665,Level One Trauma
93,0.25509243952725535,4,9,0.5001693411115006,2,1,9,9,seg_0647,Inside Pediatrics Episode 1
94,0.0,11,9,0.21920253020628305,2,1,9,10,seg_0610,Hopkins - Episode 7
95,0.9413484279856835,8,9,0.8373554688290721,3,1,9,9,seg_0002,Re-enactment of emergency room procedure for heart attack
96,0.2464633840316777,6,9,0.32711001922575017,3,1,9,3,seg_0188,Trauma Life in the ER - Family Forces  - Trauma Pro
97,0.5939475196942575,8,9,0.4366974753295703,4,1,9,4,seg_0296,Trauma Life in the ER - Wrong Place Wrong Time  - Trauma Pro
98,1.0,5,9,0.5282535534340534,5,1,9,3,seg_0200,Trauma Life in the ER - Handle with Care  - Trauma Pro
99,0.3957198734905022,2,9,0.4367072040158897,3,1,9,8,seg_0274,Trauma Life in the ER - Passing the Puck  - Trauma Pro
